,Company,State,Type of breach,Type of organization,Total Records,Description of incident,Year,Latitude,Longitude
2122,Ravenel Elementary School,South Carolina,PORT,educational,15.0,"A Memorial Day weekend office burglary resulted in the theft of two laptops and a flash drive.  The flash drive may have contained student information.  This potential exposure includes copies of Medicaid release forms with student names, parent names and Medicaid numbers.",2011,34.685656,-82.953204
2123,Texas Department of Assistive and Rehabilitative Services,Texas,UNKN,governmental,4900.0,"Current and former employees may have had their personal information exposed.  Notification of the incident was sent as soon as Department of Assistive and Rehabilitative Services (DARS) officials learned of the breach.  Though a law enforcement investigation is taking place, no information regarding the date of the breach, the cause of the breach or the type of information exposed has been disclosed.  ",2011,30.267153,-97.743061
2124,Penn State Altoona,Pennsylvania,HACK,educational,12000.0,"A virus infected a Penn State Altoona computer that contained the names, addresses and Social Security numbers of alumni, faculty and staff members.  The virus appeared on the computer sometime during the spring semester and was discovered on March 15.  Those who were affected were not notified until June because the full list of affected people and their contact information had to be obtained by investigators.  Only alumni with identical Social Security numbers and student IDs were affected.",2011,40.518681,-78.394736
2125,"Southern California Medical-Legal Consultants, Inc. (SCMLC)",California,DISC,online,300000.0,"A data security firm discovered that SCMLC data was available online.  The names and Social Security numbers of around 300,000 people who applied for California workers' compensation benefits may have been accessed by unauthorized parties.",2011,33.741406,-118.104787
2126,Bethesda Softworks,Maryland,HACK,social,200000.0,"The Bethesda website was hacked sometime during the weekend of June 11.  User names, email addresses and passwords may have been exposed.  Users should change their login information for other sites if they used the same login information for Bethesda.  The hacker group LulzSec claimed that it had obtained the personal data of over 200,000 users of the game Bethesda game Brink.",2011,39.083997,-77.152758
2127,"Jackson Memorial Hospital, Jackson Health System",Florida,INSD,medical,1800.0,An unidentified former employee inappropriately accessed the the financial information of hospital patients.  The employee was fired and the department they worked in was not revealed.,2011,25.788969,-80.226439
2128,New River Health Association,West Virginia,DISC,medical,950.0,"\N
Location of breached information: Paper/Films
Business associate present: No
",2011,40.760537,-73.97889
2129,HealthCare Partners,California,PHYS,medical,15677.0,"\N
Location of breached information: Desktop Computer
Business associate present: No
",2011,40.760537,-73.97889
2130,Blue Cross and Blue Shield of Florida,Florida,DISC,medical,3463.0,"\N
Location of breached information: Other
Business associate present: No
",2011,40.760537,-73.97889
2131,Boulder Community Hospital,Colorado,INSD,medical,74.0,"A contract nurse is accused of accessing patient information without authorization.  He faces a 90-count felony indictment.  He allegedly used the Social Security numbers and other private information found in patient files to open credit cards in patients' names.  The nurse was hired through a staffing agency.  He worked at Boulder Community between May 1, 2010 and January 7, 2011.  Police later notified Boulder Community on May 11, 2011 that the former employee was suspected of stealing patient demographic information from other hospitals.UPDATE (9/27/2011): The nurse faces five counts of identity theft and 46 counts of theft of medical records in connection to this incident.  The former employee worked at a staffing agency and performed work for numerous Centura Health facilities, the Platte Valley Medical Center, and Boulder Community Hospital.  UPDATE (12/6/2011): The nurse was sentenced to six years probation after being charged with multiple felony counts of identity theft and theft of medical records.  It was also revealed that the dishonest employee worked at St. Anthony's Hospital in Lakewood, Colorado.  ",2011,40.014986,-105.270546
